Date,Category,Vendor,Amount,Notes
2025-11-02,Training,Restaurant Group,17.92,Reimbursable
2025-11-28,Hardware,Acme Corp,1250.87,Pending
2025-05-05,Travel,Acme Corp,51.4,
2025-05-19,Training,TechTrain Inc,1102.66,Paid
2025-04-14,Software,Office Depot,2490.71,Reimbursable
2025-01-05,Training,Restaurant Group,280.5,
2025-08-12,Travel,Office Depot,1731.2,
2025-03-04,Supplies,Office Depot,372.31,Pending
2025-05-08,Meals,Acme Corp,1592.86,Paid
2025-03-19,Training,TechTrain Inc,2376.22,Reimbursable
2025-03-05,Training,Office Depot,1305.71,Paid
2025-02-03,Software,TechTrain Inc,1062.85,Reimbursable
2025-04-02,Meals,AWS,2282.54,Pending
2025-03-13,Hardware,TechTrain Inc,2156.11,
2025-03-01,Travel,AWS,2287.54,Reimbursable
2025-03-22,Supplies,Office Depot,2106.74,Pending
2025-01-16,Meals,AWS,1974.82,Paid
2025-10-04,Hardware,Office Depot,2038.35,Paid
2025-05-04,Travel,AWS,2078.65,Pending
2025-12-22,Supplies,Restaurant Group,86.87,Paid
2025-02-02,Hardware,Office Depot,1426.96,
2025-02-10,Hardware,AWS,2362.49,
2025-07-19,Meals,Office Depot,1151.42,Paid
2025-07-04,Meals,Office Depot,359.2,Reimbursable
2025-01-11,Software,AWS,790.82,Paid
2025-10-19,Supplies,Acme Corp,1407.23,
2025-07-05,Training,TechTrain Inc,445.18,Reimbursable
2025-02-05,Hardware,Restaurant Group,2156.07,Paid
2025-02-22,Meals,Office Depot,1141.12,Reimbursable
2025-02-26,Training,Restaurant Group,1977.83,Paid
2025-08-03,Training,Acme Corp,1452.11,Paid
2025-09-22,Supplies,Office Depot,2411.05,
2025-04-02,Supplies,Restaurant Group,863.48,Pending
2025-09-09,Training,Office Depot,2244.19,Pending
2025-12-26,Hardware,Restaurant Group,1048.59,Pending
2025-03-20,Supplies,AWS,1990.73,Pending
2025-01-17,Travel,Office Depot,996.37,Pending
2025-07-13,Software,TechTrain Inc,2117.47,
2025-05-02,Training,Office Depot,927.54,
2025-06-18,Hardware,Office Depot,2033.84,Reimbursable
2025-01-01,Travel,Office Depot,1670.05,
2025-08-27,Travel,Acme Corp,1624.35,Paid
2025-07-07,Hardware,Restaurant Group,1613.95,
2025-09-27,Hardware,Restaurant Group,475.09,Paid
2025-03-02,Training,Office Depot,2109.52,Reimbursable
2025-01-06,Supplies,Office Depot,855.98,Reimbursable
2025-06-05,Training,Restaurant Group,368.46,Reimbursable
2025-03-04,Travel,AWS,649.34,Pending
2025-06-06,Meals,Acme Corp,568.04,
2025-03-15,Meals,Restaurant Group,1698.5,Reimbursable
2025-11-04,Hardware,Office Depot,785.11,
2025-02-22,Supplies,TechTrain Inc,950.96,Paid
2025-10-26,Supplies,Acme Corp,2307.78,
2025-06-17,Supplies,Restaurant Group,1984.59,Pending
2025-01-08,Training,TechTrain Inc,205.09,Paid
2025-01-23,Software,Acme Corp,25.95,Paid
2025-04-13,Hardware,TechTrain Inc,2201.6,Paid
2025-10-08,Software,AWS,1565.05,
2025-09-08,Meals,TechTrain Inc,1099.73,Pending
2025-12-23,Hardware,Restaurant Group,1492.63,Paid
2025-02-12,Software,TechTrain Inc,639.73,Paid
2025-02-20,Software,AWS,1923.49,
2025-09-16,Training,Acme Corp,92.18,
2025-09-05,Hardware,Acme Corp,1659.67,
2025-04-08,Supplies,Office Depot,2016.6,Paid
2025-07-24,Travel,Restaurant Group,981.13,Reimbursable
2025-08-26,Software,Restaurant Group,1600.37,Pending
2025-06-21,Meals,TechTrain Inc,1492.24,
2025-01-06,Hardware,AWS,963.09,Pending
2025-11-04,Training,Acme Corp,2433.86,Paid
2025-06-28,Supplies,TechTrain Inc,1088.96,Pending
2025-12-01,Supplies,Office Depot,153.97,Pending
2025-10-15,Meals,AWS,2050.46,Reimbursable
2025-07-27,Hardware,AWS,391.19,
2025-06-12,Travel,Restaurant Group,425.67,Pending
2025-07-24,Training,Restaurant Group,2153.02,Pending
2025-12-26,Software,Office Depot,642.94,Paid
2025-04-25,Travel,AWS,1042.46,Pending
2025-05-19,Meals,Restaurant Group,1900.02,Reimbursable
2025-10-19,Meals,Acme Corp,766.34,
2025-12-24,Meals,AWS,2369.62,Pending
2025-04-02,Hardware,Office Depot,927.85,Paid
2025-11-08,Hardware,Office Depot,727.3,Paid
