Date,Category,Vendor,Amount,Notes
2025-07-28,Training,AWS,59.48,Paid
2025-01-10,Meals,AWS,1805.43,
2025-01-07,Travel,Office Depot,1876.9,Reimbursable
2025-06-10,Supplies,Office Depot,133.83,
2025-10-17,Hardware,TechTrain Inc,103.51,Paid
2025-12-19,Hardware,Acme Corp,110.24,Pending
2025-09-21,Supplies,TechTrain Inc,1615.71,
2025-04-27,Travel,TechTrain Inc,1238.23,
2025-09-13,Supplies,Office Depot,1490.41,Reimbursable
2025-12-10,Hardware,AWS,2036.23,
2025-07-19,Meals,TechTrain Inc,369.38,Pending
2025-03-23,Hardware,AWS,2373.22,Reimbursable
2025-02-12,Training,TechTrain Inc,802.54,Reimbursable
2025-12-14,Meals,TechTrain Inc,1994.24,Pending
2025-12-14,Software,Restaurant Group,2437.46,Reimbursable
2025-06-23,Meals,TechTrain Inc,1450.66,
2025-07-04,Hardware,Office Depot,1392.44,Reimbursable
2025-02-07,Software,Office Depot,1137.38,Pending
2025-02-18,Hardware,Acme Corp,1127.01,Pending
2025-12-12,Travel,TechTrain Inc,1129.65,Pending
2025-01-05,Meals,Restaurant Group,1930.39,Pending
2025-11-15,Meals,Acme Corp,362.25,Pending
2025-08-12,Meals,Office Depot,1890.14,Reimbursable
2025-08-02,Travel,TechTrain Inc,330.27,Paid
2025-03-10,Travel,Office Depot,397.91,
2025-09-07,Training,Restaurant Group,1602.57,Reimbursable
2025-11-11,Travel,Acme Corp,250.78,Paid
2025-03-06,Software,AWS,907.31,Paid
2025-03-16,Training,AWS,1249.44,
2025-12-01,Supplies,TechTrain Inc,1445.97,Pending
2025-10-04,Hardware,Restaurant Group,1712.65,Reimbursable
2025-08-05,Software,Office Depot,349.8,
2025-06-09,Supplies,TechTrain Inc,240.79,
2025-11-11,Travel,Acme Corp,611.79,
2025-08-03,Training,Restaurant Group,236.14,
2025-07-18,Supplies,AWS,931.81,Pending
2025-10-26,Hardware,Acme Corp,235.16,Reimbursable
2025-07-01,Hardware,TechTrain Inc,1522.56,
2025-06-23,Hardware,Office Depot,612.59,Paid
2025-11-23,Supplies,TechTrain Inc,1618.67,Pending
2025-08-06,Supplies,TechTrain Inc,943.03,Pending
2025-06-21,Software,TechTrain Inc,1997.83,
2025-11-18,Supplies,AWS,177.03,Reimbursable
2025-02-04,Meals,Office Depot,2107.72,
2025-10-17,Software,TechTrain Inc,1036.12,Pending
2025-08-23,Software,Acme Corp,574.38,Pending
2025-08-17,Meals,AWS,448.75,
2025-07-20,Training,Office Depot,954.3,Pending
2025-11-06,Supplies,Acme Corp,1360.3,Paid
2025-08-02,Software,Restaurant Group,890.05,
2025-06-24,Hardware,TechTrain Inc,867.39,Paid
2025-08-13,Hardware,AWS,815.26,
2025-06-09,Supplies,Acme Corp,2098.84,Pending
2025-05-18,Supplies,Office Depot,665.44,
2025-02-05,Software,Office Depot,1277.56,Pending
2025-01-28,Hardware,Office Depot,1809.98,Pending
2025-11-05,Software,Restaurant Group,1163.36,Reimbursable
2025-05-23,Meals,Office Depot,2371.35,Reimbursable
2025-09-12,Meals,Office Depot,1885.71,Pending
2025-06-19,Training,Restaurant Group,1736.62,
2025-10-03,Supplies,Restaurant Group,1015.08,
2025-08-18,Meals,AWS,1663.88,Reimbursable
2025-07-24,Hardware,AWS,1286.87,Paid
2025-11-14,Hardware,AWS,297.21,Pending
2025-06-11,Supplies,TechTrain Inc,786.93,Paid
2025-12-14,Training,AWS,2122.95,
2025-05-27,Supplies,Office Depot,1103.12,Reimbursable
2025-10-04,Supplies,Office Depot,1283.76,Pending
2025-07-02,Software,Restaurant Group,701.39,Reimbursable
2025-04-22,Software,TechTrain Inc,2088.42,Pending
2025-03-25,Supplies,Office Depot,682.57,Reimbursable
2025-02-09,Travel,Restaurant Group,2307.75,Pending
2025-01-05,Supplies,Restaurant Group,683.55,Paid
2025-08-03,Supplies,Restaurant Group,755.03,Pending
2025-08-05,Software,Acme Corp,1840.79,Paid
2025-03-02,Hardware,Restaurant Group,196.15,Pending
2025-04-02,Software,Restaurant Group,387.37,Paid
2025-03-07,Travel,TechTrain Inc,346.98,Reimbursable
2025-02-05,Software,AWS,619.94,Pending
2025-08-22,Travel,TechTrain Inc,957.22,
2025-10-07,Meals,Restaurant Group,1309.84,Pending
2025-02-10,Travel,TechTrain Inc,2368.74,Pending
2025-02-11,Training,TechTrain Inc,1988.37,Paid
2025-01-06,Travel,Acme Corp,1306.07,Reimbursable
2025-01-27,Supplies,Office Depot,1567.39,Reimbursable
2025-01-17,Hardware,Office Depot,670.14,
2025-09-19,Training,AWS,2004.23,Pending
2025-01-20,Training,Acme Corp,416.18,Pending
2025-06-04,Training,Restaurant Group,935.3,Pending
2025-06-02,Hardware,AWS,2499.44,Pending
2025-05-27,Training,TechTrain Inc,1096.77,
2025-01-27,Supplies,Acme Corp,213.36,Paid
2025-05-09,Meals,Restaurant Group,1416.64,Pending
2025-03-04,Training,Restaurant Group,422.28,Pending
2025-12-28,Training,Office Depot,1786.15,
2025-10-21,Hardware,Acme Corp,1404.12,
2025-05-01,Training,AWS,2180.42,Paid
2025-10-10,Meals,AWS,2385.1,Reimbursable
2025-02-23,Training,Acme Corp,1661.6,Pending
2025-01-16,Travel,Restaurant Group,1407.05,Reimbursable
2025-06-09,Travel,Office Depot,1785.61,Reimbursable
2025-07-25,Training,Office Depot,1888.05,Reimbursable
2025-04-03,Supplies,Acme Corp,2378.77,Reimbursable
2025-04-19,Travel,Restaurant Group,1606.45,Paid
2025-04-14,Training,Acme Corp,1867.37,Reimbursable
2025-07-01,Supplies,Restaurant Group,2129.75,Reimbursable
2025-08-10,Hardware,AWS,2030.41,Paid
2025-04-04,Training,Office Depot,772.63,
2025-10-19,Training,TechTrain Inc,1006.25,Paid
2025-02-20,Travel,Restaurant Group,1417.11,Paid
2025-07-27,Supplies,AWS,431.31,Pending
2025-11-08,Meals,AWS,2353.23,Pending
2025-10-06,Travel,AWS,1583.99,Pending
2025-01-18,Software,Office Depot,1258.56,Pending
2025-05-15,Hardware,Restaurant Group,2133.16,
