Date,Category,Vendor,Amount,Notes
2025-07-26,Supplies,AWS,397.94,
2025-03-23,Meals,Restaurant Group,1961.13,Paid
2025-10-03,Supplies,Acme Corp,1643.31,
2025-10-18,Software,Restaurant Group,1895.23,Paid
2025-06-07,Travel,Office Depot,1416.79,
2025-10-10,Software,Restaurant Group,1572.19,
2025-04-10,Meals,TechTrain Inc,525.54,Reimbursable
2025-08-22,Travel,Office Depot,1368.75,
2025-01-03,Travel,TechTrain Inc,660.2,Pending
2025-03-17,Hardware,Acme Corp,889.25,Paid
2025-12-22,Meals,Acme Corp,1800.7,Reimbursable
2025-01-18,Software,TechTrain Inc,1946.01,Reimbursable
2025-05-18,Hardware,TechTrain Inc,2245.87,Paid
2025-02-05,Travel,TechTrain Inc,334.61,Reimbursable
2025-11-18,Travel,Acme Corp,1607.47,Reimbursable
2025-04-05,Travel,Restaurant Group,69.74,
2025-03-08,Travel,Office Depot,1479.69,
2025-11-05,Training,Office Depot,1637.36,Paid
2025-04-06,Travel,AWS,993.22,
2025-10-24,Training,TechTrain Inc,2301.05,
2025-06-13,Travel,AWS,2093.6,Paid
2025-07-06,Hardware,AWS,1950.73,
2025-04-23,Hardware,Office Depot,168.29,Reimbursable
2025-04-14,Supplies,Restaurant Group,990.05,Pending
2025-07-16,Meals,AWS,916.92,Paid
2025-10-12,Hardware,TechTrain Inc,1237.9,
2025-10-25,Software,AWS,1830.91,Pending
2025-08-14,Supplies,TechTrain Inc,1162.97,Reimbursable
2025-06-18,Travel,Office Depot,530.8,Pending
2025-11-25,Training,Restaurant Group,1589.99,Pending
2025-03-27,Hardware,TechTrain Inc,672.08,Pending
2025-09-12,Software,AWS,901.2,Pending
2025-05-12,Supplies,Restaurant Group,2257.28,
2025-11-19,Hardware,Restaurant Group,1013.6,Pending
2025-07-23,Travel,AWS,1223.04,Paid
2025-01-09,Travel,TechTrain Inc,350.35,Pending
2025-02-20,Training,AWS,632.09,Paid
2025-10-18,Meals,AWS,1687.26,Pending
2025-08-10,Travel,AWS,561.21,Paid
2025-06-04,Supplies,TechTrain Inc,2336.62,Pending
2025-01-04,Training,Acme Corp,980.02,Reimbursable
2025-10-24,Software,Restaurant Group,928.79,Reimbursable
2025-12-11,Supplies,TechTrain Inc,195.46,
2025-04-10,Software,Office Depot,506.46,Paid
2025-11-14,Meals,Restaurant Group,799.44,
2025-01-15,Supplies,Restaurant Group,2462.9,Reimbursable
2025-03-21,Hardware,Acme Corp,2119.29,
2025-11-11,Training,Office Depot,1157.7,
2025-08-15,Travel,Office Depot,859.93,Paid
2025-07-16,Supplies,Office Depot,627.18,
2025-01-03,Meals,TechTrain Inc,1255.27,
2025-09-15,Training,Office Depot,308.36,Reimbursable
2025-09-27,Supplies,AWS,1468.05,Pending
2025-12-18,Supplies,AWS,1996.83,
2025-08-27,Travel,Restaurant Group,1428.74,Pending
2025-08-11,Software,Acme Corp,1492.83,Pending
2025-12-13,Hardware,Restaurant Group,2117.88,Pending
2025-07-18,Supplies,TechTrain Inc,1432.03,Reimbursable
2025-01-23,Travel,TechTrain Inc,2051.66,
2025-04-02,Hardware,TechTrain Inc,1687.12,Paid
2025-11-18,Travel,Acme Corp,1793.34,Paid
2025-07-08,Meals,TechTrain Inc,394.92,Reimbursable
2025-05-16,Travel,Acme Corp,1505.1,Pending
2025-04-25,Hardware,Acme Corp,404.77,Pending
2025-12-19,Supplies,Acme Corp,1966.34,Reimbursable
2025-05-13,Software,Acme Corp,1057.81,
2025-07-21,Travel,Office Depot,2424.31,Reimbursable
2025-06-20,Training,TechTrain Inc,1910.2,Pending
2025-10-16,Meals,Office Depot,1417.96,Pending
2025-06-09,Hardware,Acme Corp,1214.02,Reimbursable
2025-04-06,Software,Office Depot,227.62,Reimbursable
2025-01-27,Supplies,AWS,913.72,Reimbursable
2025-09-23,Hardware,AWS,307.66,Pending
2025-04-16,Meals,Acme Corp,1293.82,Paid
2025-03-24,Hardware,Office Depot,2309.08,
2025-05-14,Meals,Acme Corp,842.8,Reimbursable
2025-02-03,Hardware,TechTrain Inc,2221.92,
2025-12-16,Supplies,Restaurant Group,1055.65,Paid
