Date,Category,Vendor,Amount,Notes
2025-03-13,Training,AWS,1078.32,
2025-09-18,Hardware,AWS,338.92,Pending
2025-11-01,Training,Restaurant Group,1732.14,Pending
2025-07-08,Training,Restaurant Group,232.1,
2025-03-19,Hardware,Restaurant Group,2040.62,
2025-02-06,Hardware,Acme Corp,872.99,Pending
2025-09-26,Training,TechTrain Inc,1408.0,Pending
2025-06-17,Supplies,Restaurant Group,2021.77,Reimbursable
2025-03-16,Supplies,Restaurant Group,1586.06,Paid
2025-05-28,Hardware,Office Depot,1043.75,Reimbursable
2025-07-02,Training,Acme Corp,1137.65,
2025-06-20,Travel,TechTrain Inc,113.39,Paid
2025-05-26,Supplies,AWS,1599.07,Pending
2025-02-01,Meals,Office Depot,33.74,Paid
2025-05-13,Hardware,TechTrain Inc,1016.31,Reimbursable
2025-05-26,Software,Restaurant Group,1400.34,Reimbursable
2025-05-12,Travel,Restaurant Group,1223.04,Paid
2025-02-12,Hardware,Acme Corp,2211.4,Pending
2025-01-15,Hardware,TechTrain Inc,565.41,Reimbursable
2025-02-04,Hardware,Restaurant Group,34.48,Pending
2025-10-23,Hardware,TechTrain Inc,62.0,
2025-08-09,Software,TechTrain Inc,199.81,Pending
2025-02-26,Supplies,Office Depot,986.69,Paid
2025-08-26,Training,TechTrain Inc,1092.98,
2025-02-07,Training,Restaurant Group,1635.39,
2025-05-06,Meals,Restaurant Group,2049.09,Paid
2025-02-04,Hardware,Acme Corp,1010.57,Pending
2025-04-03,Software,TechTrain Inc,1743.35,Pending
2025-02-01,Meals,Office Depot,1835.77,Pending
2025-12-22,Supplies,Restaurant Group,2404.92,
2025-04-22,Travel,AWS,68.42,Paid
2025-05-17,Travel,Restaurant Group,2204.06,
2025-10-13,Supplies,TechTrain Inc,2048.75,Pending
2025-12-24,Software,AWS,240.27,Reimbursable
2025-03-21,Meals,Office Depot,876.07,Pending
2025-10-27,Hardware,Acme Corp,925.51,Pending
2025-07-06,Hardware,Restaurant Group,760.03,Reimbursable
2025-11-20,Meals,TechTrain Inc,2420.97,Paid
2025-09-26,Software,AWS,2021.64,Paid
2025-07-27,Software,TechTrain Inc,1735.07,Reimbursable
2025-09-26,Travel,AWS,1655.52,Reimbursable
2025-06-07,Travel,Acme Corp,527.19,
2025-04-13,Travel,Office Depot,358.5,Reimbursable
2025-09-13,Meals,TechTrain Inc,1750.42,
2025-05-25,Travel,Office Depot,736.5,Pending
2025-03-14,Meals,Office Depot,1949.96,
2025-04-10,Hardware,AWS,753.8,Reimbursable
2025-12-04,Travel,Office Depot,48.94,Reimbursable
2025-04-22,Travel,TechTrain Inc,554.58,Reimbursable
2025-05-11,Hardware,Restaurant Group,160.9,Reimbursable
2025-09-22,Hardware,Acme Corp,1468.41,Paid
2025-10-04,Meals,TechTrain Inc,1379.52,
2025-12-16,Hardware,Acme Corp,469.78,Paid
2025-03-13,Supplies,Acme Corp,1963.63,Paid
2025-03-17,Hardware,Acme Corp,625.29,Paid
2025-11-07,Supplies,AWS,1395.52,
2025-07-28,Hardware,AWS,246.67,
2025-02-22,Meals,TechTrain Inc,1783.27,Reimbursable
2025-04-14,Meals,Office Depot,1989.8,
2025-10-11,Hardware,TechTrain Inc,148.27,Pending
2025-06-24,Hardware,Acme Corp,608.99,Pending
2025-03-14,Software,TechTrain Inc,2117.63,Reimbursable
2025-06-01,Training,AWS,1124.35,
2025-11-11,Travel,Acme Corp,241.02,
2025-03-25,Travel,Office Depot,2478.76,
2025-07-07,Meals,Acme Corp,2154.28,Reimbursable
2025-08-10,Hardware,Office Depot,1234.35,
2025-09-20,Travel,AWS,738.97,Pending
2025-10-15,Training,AWS,78.51,Reimbursable
2025-04-27,Supplies,TechTrain Inc,2313.27,Paid
2025-07-25,Hardware,Office Depot,2496.69,Reimbursable
2025-08-12,Software,Office Depot,152.8,Pending
2025-08-04,Meals,Restaurant Group,941.45,Pending
2025-03-11,Travel,AWS,1583.97,Paid
2025-09-05,Travel,Acme Corp,1751.08,Reimbursable
2025-06-07,Supplies,AWS,1850.18,Pending
2025-01-07,Travel,Acme Corp,447.02,
2025-01-07,Hardware,AWS,1274.93,Pending
2025-12-25,Supplies,Restaurant Group,343.7,Paid
2025-02-08,Meals,Restaurant Group,764.8,
2025-08-17,Training,Restaurant Group,521.42,Reimbursable
2025-12-01,Meals,Restaurant Group,1976.83,Reimbursable
2025-06-03,Training,Restaurant Group,990.06,Pending
2025-02-12,Software,TechTrain Inc,801.88,
2025-03-10,Travel,TechTrain Inc,1456.44,Pending
2025-08-03,Travel,Office Depot,1078.02,Paid
2025-06-28,Hardware,Office Depot,2121.7,
2025-03-24,Travel,TechTrain Inc,270.56,Pending
2025-05-24,Software,AWS,878.57,Pending
2025-10-28,Meals,Acme Corp,501.29,Paid
2025-12-05,Hardware,Office Depot,1853.68,
2025-02-25,Training,Office Depot,829.89,Reimbursable
2025-02-19,Software,Office Depot,198.03,Reimbursable
2025-03-25,Travel,TechTrain Inc,87.47,
2025-04-25,Hardware,TechTrain Inc,1407.67,Pending
2025-05-09,Supplies,AWS,1686.97,Paid
2025-01-13,Hardware,Restaurant Group,158.8,Reimbursable
2025-05-25,Software,TechTrain Inc,1646.51,Pending
2025-11-20,Meals,Office Depot,463.2,Reimbursable
2025-12-21,Training,Acme Corp,1656.04,Pending
2025-08-25,Training,TechTrain Inc,2347.08,Paid
2025-01-27,Software,Restaurant Group,2289.88,Paid
2025-10-22,Supplies,TechTrain Inc,47.45,
2025-01-04,Software,AWS,465.46,Reimbursable
2025-02-19,Software,TechTrain Inc,1068.88,Pending
2025-11-16,Software,TechTrain Inc,1920.53,Pending
2025-11-13,Travel,Acme Corp,1099.94,
2025-01-05,Supplies,TechTrain Inc,26.57,
2025-06-19,Training,Restaurant Group,1499.8,Pending
2025-02-13,Training,Acme Corp,1007.59,Reimbursable
2025-03-23,Software,Office Depot,1350.03,
2025-08-09,Training,Office Depot,1087.46,Paid
2025-09-07,Meals,Office Depot,378.68,Paid
2025-06-05,Travel,Restaurant Group,1224.6,Paid
2025-10-09,Travel,Restaurant Group,2303.65,Paid
2025-08-21,Hardware,Restaurant Group,1073.13,Pending
2025-09-05,Software,Acme Corp,1718.28,Pending
2025-02-01,Supplies,Office Depot,1814.99,
2025-08-24,Meals,TechTrain Inc,1835.08,Reimbursable
2025-05-14,Supplies,AWS,491.43,
2025-09-17,Software,Office Depot,1402.43,Paid
2025-02-21,Software,Office Depot,1861.84,Paid
2025-01-24,Meals,AWS,382.88,Reimbursable
2025-10-21,Software,TechTrain Inc,1922.99,Paid
2025-08-17,Supplies,Restaurant Group,962.88,Paid
2025-07-02,Supplies,TechTrain Inc,2183.82,Reimbursable
2025-02-08,Meals,Office Depot,837.97,Reimbursable
2025-01-08,Travel,Acme Corp,1038.05,
2025-04-11,Training,Restaurant Group,1611.12,Reimbursable
2025-12-19,Supplies,Restaurant Group,2070.75,
2025-08-17,Hardware,Acme Corp,2196.43,Paid
2025-03-17,Training,TechTrain Inc,911.97,Paid
2025-08-26,Software,Restaurant Group,1533.0,Pending
2025-08-12,Travel,Acme Corp,1864.44,Reimbursable
2025-06-16,Meals,Office Depot,2162.28,
2025-06-19,Supplies,Restaurant Group,2250.55,Reimbursable
2025-07-23,Software,Acme Corp,1575.66,
2025-11-07,Meals,Office Depot,1300.33,
2025-03-15,Meals,AWS,2208.44,
2025-04-27,Hardware,Acme Corp,2145.1,Reimbursable
2025-04-20,Travel,TechTrain Inc,718.31,Reimbursable
2025-01-07,Training,Acme Corp,175.98,Reimbursable
2025-09-17,Supplies,TechTrain Inc,1297.34,Pending
2025-02-11,Hardware,Office Depot,1698.51,Pending
2025-08-15,Software,TechTrain Inc,2082.94,
2025-07-21,Training,Acme Corp,2401.44,Pending
2025-06-18,Training,Restaurant Group,1009.13,
2025-05-05,Hardware,TechTrain Inc,1891.04,Reimbursable
2025-06-01,Supplies,Office Depot,350.82,Pending
2025-03-04,Meals,Office Depot,520.25,Paid
2025-08-25,Hardware,Acme Corp,1284.24,Pending
2025-04-09,Meals,TechTrain Inc,300.01,Pending
2025-06-07,Training,TechTrain Inc,1756.92,Reimbursable
2025-04-04,Software,AWS,1443.13,
2025-06-24,Supplies,Office Depot,774.19,Reimbursable
2025-10-15,Travel,AWS,1149.58,Paid
2025-01-11,Software,TechTrain Inc,280.75,Paid
2025-03-23,Software,TechTrain Inc,1176.1,
2025-02-15,Travel,AWS,1900.83,Reimbursable
2025-05-21,Training,Acme Corp,1521.73,
2025-12-09,Supplies,TechTrain Inc,958.89,Pending
2025-01-25,Software,Restaurant Group,634.14,Pending
2025-07-26,Software,TechTrain Inc,2342.44,
2025-04-22,Supplies,Office Depot,759.19,Reimbursable
2025-08-01,Supplies,Office Depot,568.22,Reimbursable
2025-01-23,Supplies,Acme Corp,2303.59,Paid
2025-03-21,Software,AWS,749.7,Paid
