Date,Category,Vendor,Amount,Notes
2025-05-24,Meals,Office Depot,1077.09,
2025-01-17,Training,Office Depot,1519.16,Reimbursable
2025-03-13,Software,TechTrain Inc,2450.8,
2025-05-14,Training,Restaurant Group,1002.89,
2025-11-14,Training,Acme Corp,110.81,Reimbursable
2025-09-21,Software,Restaurant Group,1918.39,Reimbursable
2025-09-17,Travel,AWS,1975.63,
2025-03-14,Supplies,TechTrain Inc,371.89,Reimbursable
2025-03-26,Meals,Office Depot,1364.32,Pending
2025-06-24,Travel,AWS,1699.25,Paid
2025-06-25,Supplies,AWS,2245.73,Reimbursable
2025-03-14,Meals,AWS,135.69,
2025-10-21,Training,Office Depot,480.64,Reimbursable
2025-12-05,Training,Restaurant Group,1477.58,Paid
2025-09-02,Meals,Acme Corp,1073.19,Pending
2025-08-14,Travel,AWS,755.79,
2025-09-24,Hardware,Acme Corp,664.29,
2025-02-27,Meals,Office Depot,2015.74,Pending
2025-03-10,Travel,Acme Corp,2349.84,Pending
2025-04-14,Meals,TechTrain Inc,1214.79,Paid
2025-05-10,Supplies,Acme Corp,301.82,Paid
2025-08-26,Supplies,AWS,414.86,Paid
2025-04-28,Hardware,AWS,1248.37,Pending
2025-03-24,Travel,Acme Corp,795.02,Paid
2025-12-19,Travel,Office Depot,1224.23,Paid
2025-06-01,Meals,Office Depot,1786.57,Pending
2025-02-19,Meals,TechTrain Inc,2140.62,Pending
2025-03-02,Training,Office Depot,385.82,Pending
2025-04-08,Meals,Acme Corp,671.12,Reimbursable
2025-09-04,Training,Office Depot,223.81,
2025-07-20,Hardware,Office Depot,635.18,Reimbursable
2025-05-15,Meals,Acme Corp,848.9,Reimbursable
2025-10-27,Hardware,AWS,575.63,Reimbursable
2025-12-27,Supplies,Office Depot,1456.96,Reimbursable
2025-10-05,Training,Office Depot,950.28,
2025-08-22,Supplies,Office Depot,1787.64,Pending
2025-03-16,Training,Acme Corp,1728.1,
2025-03-01,Travel,Acme Corp,1154.39,Paid
2025-08-05,Supplies,AWS,40.4,
2025-02-01,Supplies,Restaurant Group,1500.07,
2025-09-06,Supplies,Office Depot,378.93,
2025-08-22,Travel,AWS,1652.49,Reimbursable
2025-09-28,Training,TechTrain Inc,28.07,
2025-06-18,Travel,AWS,1974.44,Pending
2025-03-23,Software,Office Depot,631.54,Reimbursable
2025-08-17,Travel,AWS,960.63,Reimbursable
2025-05-04,Meals,TechTrain Inc,63.28,Reimbursable
2025-07-07,Hardware,Restaurant Group,18.77,Reimbursable
2025-06-04,Meals,Acme Corp,399.81,
2025-05-17,Training,Acme Corp,263.12,Reimbursable
2025-01-20,Travel,Office Depot,545.05,Reimbursable
2025-09-18,Travel,AWS,166.04,Pending
2025-09-24,Training,AWS,1204.44,Pending
2025-02-15,Supplies,Office Depot,1162.78,Pending
2025-01-09,Software,Office Depot,1360.34,Paid
2025-12-05,Training,Restaurant Group,747.43,Paid
2025-07-13,Supplies,AWS,1616.16,Pending
2025-11-28,Meals,Acme Corp,2322.26,
2025-04-01,Software,TechTrain Inc,1312.22,Pending
2025-04-01,Hardware,AWS,2346.75,
2025-12-09,Meals,Acme Corp,444.6,Reimbursable
2025-03-27,Hardware,TechTrain Inc,1072.24,Pending
2025-09-19,Meals,Acme Corp,2102.07,
2025-01-04,Meals,AWS,1652.02,Pending
2025-05-26,Training,AWS,1392.18,Pending
2025-03-09,Training,Acme Corp,2392.09,Reimbursable
2025-06-11,Software,Office Depot,2448.98,Reimbursable
2025-11-18,Travel,TechTrain Inc,1397.01,Paid
2025-06-01,Hardware,Acme Corp,2378.0,Reimbursable
2025-12-13,Software,Office Depot,1149.5,
2025-12-19,Meals,Restaurant Group,1209.93,Paid
2025-05-14,Software,Restaurant Group,93.64,Pending
2025-03-06,Training,Restaurant Group,1064.52,Paid
2025-07-12,Hardware,Restaurant Group,1823.46,Paid
2025-03-27,Travel,Acme Corp,958.42,
2025-11-26,Training,Acme Corp,55.37,Reimbursable
2025-01-20,Hardware,Office Depot,397.46,Paid
2025-06-06,Supplies,Restaurant Group,1934.37,Paid
2025-09-24,Meals,TechTrain Inc,993.77,
2025-10-21,Supplies,TechTrain Inc,335.39,Reimbursable
2025-01-21,Travel,Office Depot,2358.74,Pending
2025-04-15,Meals,AWS,1825.07,
2025-03-25,Software,Office Depot,1314.27,Pending
2025-11-12,Software,Restaurant Group,1795.87,
2025-12-01,Hardware,Restaurant Group,2169.06,Pending
2025-12-06,Training,Acme Corp,1081.73,
2025-01-25,Meals,Acme Corp,956.45,Pending
2025-08-06,Training,Office Depot,466.76,Reimbursable
2025-08-05,Hardware,TechTrain Inc,492.69,Pending
2025-02-20,Meals,Acme Corp,2289.53,Reimbursable
2025-01-28,Hardware,AWS,965.88,Reimbursable
2025-02-05,Meals,TechTrain Inc,1798.66,Paid
2025-12-18,Training,AWS,23.42,
2025-09-16,Hardware,AWS,1640.2,
2025-05-26,Meals,Restaurant Group,858.75,Reimbursable
2025-03-24,Supplies,Acme Corp,2001.86,
2025-03-07,Travel,Office Depot,2234.03,Reimbursable
2025-12-07,Training,Acme Corp,2342.56,Pending
2025-03-09,Software,Restaurant Group,336.06,Paid
2025-07-25,Supplies,AWS,779.06,Paid
2025-01-10,Hardware,AWS,1424.9,Reimbursable
2025-03-27,Software,Office Depot,1489.4,Paid
2025-05-10,Software,Office Depot,1951.07,Reimbursable
2025-03-23,Hardware,TechTrain Inc,1852.0,
2025-12-07,Training,TechTrain Inc,2064.82,Reimbursable
2025-10-14,Travel,Acme Corp,1373.65,
2025-03-22,Training,Acme Corp,2202.2,
2025-02-07,Training,Restaurant Group,1180.78,Pending
2025-06-24,Meals,Office Depot,665.55,
2025-11-16,Travel,AWS,1900.51,Paid
2025-04-21,Training,Office Depot,646.8,Reimbursable
2025-01-13,Software,Acme Corp,298.84,Paid
2025-10-20,Software,TechTrain Inc,2418.46,Paid
2025-01-02,Supplies,AWS,979.65,Reimbursable
