Date,Category,Vendor,Amount,Notes
2025-06-26,Travel,Office Depot,2182.43,Paid
2025-12-03,Travel,Acme Corp,1730.63,Paid
2025-11-24,Travel,Acme Corp,1717.84,Paid
2025-09-25,Supplies,Restaurant Group,1364.98,Pending
2025-04-19,Supplies,AWS,1935.12,Paid
2025-03-13,Travel,Office Depot,2011.98,Reimbursable
2025-01-07,Training,Acme Corp,2417.08,
2025-11-09,Software,Office Depot,2245.25,Reimbursable
2025-01-27,Hardware,AWS,1901.3,Reimbursable
2025-08-25,Training,Office Depot,1561.79,Reimbursable
2025-04-03,Supplies,Office Depot,2172.11,Reimbursable
2025-09-11,Supplies,Acme Corp,234.03,Reimbursable
2025-01-05,Software,Acme Corp,2458.34,
2025-02-11,Meals,TechTrain Inc,1100.24,Paid
2025-11-22,Meals,TechTrain Inc,231.55,Paid
2025-12-11,Travel,Office Depot,205.84,Reimbursable
2025-03-10,Software,AWS,2086.73,Pending
2025-08-11,Meals,AWS,1680.08,Pending
2025-06-22,Training,TechTrain Inc,1200.34,
2025-03-03,Meals,AWS,807.07,Reimbursable
2025-06-08,Software,Office Depot,696.56,Paid
2025-02-07,Training,Restaurant Group,733.26,Pending
2025-05-21,Meals,Restaurant Group,929.91,Reimbursable
2025-01-10,Supplies,Office Depot,87.84,Pending
2025-06-09,Training,Office Depot,266.6,
2025-02-04,Training,Acme Corp,170.37,
2025-02-07,Training,Acme Corp,1839.04,Pending
2025-03-11,Travel,AWS,490.7,Reimbursable
2025-11-09,Software,Office Depot,1856.06,Pending
2025-04-11,Software,Restaurant Group,93.72,Reimbursable
2025-10-02,Software,Office Depot,538.74,Pending
2025-03-22,Travel,Office Depot,1439.22,
2025-11-16,Supplies,Acme Corp,1694.51,Pending
2025-02-08,Training,Restaurant Group,1800.46,Paid
2025-06-02,Meals,AWS,1972.02,
2025-12-16,Travel,Restaurant Group,1070.76,Paid
2025-12-14,Meals,Restaurant Group,1471.18,Pending
2025-09-03,Travel,Acme Corp,1065.5,Paid
2025-02-20,Travel,AWS,1328.86,
2025-02-24,Travel,Office Depot,801.44,
2025-02-26,Travel,Restaurant Group,2494.97,Pending
2025-06-17,Travel,Acme Corp,2273.15,Paid
2025-01-01,Software,TechTrain Inc,2056.22,
2025-05-07,Meals,Restaurant Group,2294.34,
2025-06-26,Meals,Restaurant Group,2029.67,Paid
2025-06-27,Hardware,AWS,1835.4,Paid
2025-06-27,Supplies,AWS,2325.31,Paid
2025-09-28,Meals,Office Depot,1584.47,Paid
2025-05-24,Software,TechTrain Inc,469.93,Paid
2025-12-12,Software,Restaurant Group,441.65,Reimbursable
2025-11-27,Hardware,AWS,744.29,Reimbursable
2025-06-26,Supplies,TechTrain Inc,1054.19,
2025-09-25,Hardware,Acme Corp,1270.74,Reimbursable
2025-02-19,Training,Restaurant Group,1255.79,
2025-08-05,Travel,AWS,2094.6,Reimbursable
2025-09-08,Meals,Office Depot,1287.53,Reimbursable
2025-12-12,Supplies,Acme Corp,2074.17,Paid
2025-06-26,Training,AWS,459.1,Pending
2025-04-25,Hardware,Restaurant Group,1755.19,Paid
2025-08-19,Supplies,Acme Corp,2317.93,Reimbursable
2025-11-05,Travel,Acme Corp,258.11,Pending
2025-05-26,Travel,Acme Corp,133.63,Pending
2025-10-16,Supplies,Acme Corp,1432.35,
2025-03-27,Hardware,Restaurant Group,618.45,
2025-06-24,Hardware,TechTrain Inc,2053.49,Pending
2025-08-23,Supplies,Acme Corp,494.31,Reimbursable
2025-01-06,Supplies,Acme Corp,646.39,Pending
2025-11-01,Hardware,Acme Corp,2466.04,Paid
2025-11-06,Software,TechTrain Inc,2274.95,Paid
2025-11-23,Hardware,Acme Corp,694.24,
2025-09-13,Hardware,AWS,475.71,
2025-03-17,Hardware,TechTrain Inc,1224.89,
2025-02-15,Software,Office Depot,2042.54,Pending
2025-01-07,Travel,AWS,203.35,Pending
2025-10-19,Supplies,TechTrain Inc,2436.37,Reimbursable
2025-12-08,Hardware,Restaurant Group,1812.54,
2025-09-22,Supplies,TechTrain Inc,787.75,Paid
2025-11-15,Software,AWS,928.93,Pending
2025-07-24,Hardware,Acme Corp,239.37,
2025-05-03,Software,TechTrain Inc,181.88,
2025-06-28,Travel,AWS,1608.36,Reimbursable
2025-09-11,Hardware,AWS,536.21,
2025-11-09,Training,Office Depot,1641.32,Paid
2025-07-08,Hardware,Restaurant Group,890.6,
2025-02-21,Hardware,AWS,1333.67,
2025-02-18,Meals,Office Depot,1726.61,Pending
2025-08-13,Supplies,TechTrain Inc,625.86,Pending
2025-08-09,Meals,AWS,708.95,Pending
2025-08-08,Travel,TechTrain Inc,837.95,
2025-12-08,Meals,Restaurant Group,2057.17,Paid
2025-01-27,Software,Office Depot,1019.96,Pending
2025-08-16,Hardware,Acme Corp,50.45,Reimbursable
2025-10-24,Training,AWS,29.52,Pending
2025-10-08,Software,Office Depot,900.31,Pending
2025-02-16,Software,Acme Corp,1272.62,Reimbursable
2025-10-23,Software,Acme Corp,1860.89,
2025-09-17,Supplies,Office Depot,623.63,
2025-12-13,Supplies,AWS,545.78,
2025-05-12,Supplies,Office Depot,670.25,Pending
2025-10-11,Software,Acme Corp,1793.88,Reimbursable
2025-01-14,Supplies,TechTrain Inc,119.99,Reimbursable
2025-12-04,Training,TechTrain Inc,1083.17,Pending
2025-02-07,Meals,TechTrain Inc,83.34,
2025-12-25,Software,Acme Corp,694.97,Paid
2025-04-16,Training,TechTrain Inc,2473.92,
2025-06-20,Meals,TechTrain Inc,631.73,Pending
2025-10-08,Training,AWS,184.87,
2025-03-22,Travel,AWS,195.21,Reimbursable
2025-11-24,Training,AWS,1176.35,Reimbursable
2025-02-11,Software,Acme Corp,866.45,Paid
2025-01-09,Software,AWS,123.94,Paid
2025-12-25,Supplies,Restaurant Group,539.82,Pending
2025-06-04,Software,Acme Corp,1245.44,Paid
2025-09-14,Hardware,TechTrain Inc,1011.92,Paid
2025-07-14,Software,AWS,14.25,Pending
2025-06-20,Supplies,AWS,681.9,Reimbursable
2025-11-09,Meals,Acme Corp,907.21,Paid
2025-11-11,Software,Office Depot,1017.57,Pending
2025-01-28,Supplies,TechTrain Inc,1562.45,
2025-11-06,Meals,Restaurant Group,911.42,Paid
2025-12-17,Travel,Restaurant Group,1827.57,
