Date,Category,Vendor,Amount,Notes
2025-10-26,Hardware,AWS,597.46,
2025-03-07,Training,Acme Corp,39.73,Reimbursable
2025-01-27,Hardware,Restaurant Group,2116.85,Reimbursable
2025-02-05,Software,AWS,2121.37,Paid
2025-09-10,Travel,Office Depot,1237.17,Pending
2025-12-27,Training,Acme Corp,873.64,Pending
2025-06-15,Software,TechTrain Inc,611.06,Reimbursable
2025-01-22,Training,AWS,2466.05,Reimbursable
2025-02-21,Supplies,Acme Corp,635.74,Paid
2025-09-17,Supplies,AWS,54.77,
2025-03-14,Software,Acme Corp,1300.72,Reimbursable
2025-04-05,Supplies,Office Depot,1238.76,Reimbursable
2025-02-14,Meals,Office Depot,1477.05,Paid
2025-10-17,Hardware,Acme Corp,459.31,Paid
2025-01-25,Meals,TechTrain Inc,973.99,Paid
2025-08-16,Supplies,Restaurant Group,2336.55,Pending
2025-07-04,Supplies,TechTrain Inc,1868.22,Pending
2025-09-20,Meals,Office Depot,551.67,
2025-07-20,Travel,Acme Corp,1866.33,Reimbursable
2025-12-23,Meals,AWS,197.11,Paid
2025-04-04,Meals,Acme Corp,1208.19,Pending
2025-10-26,Training,TechTrain Inc,431.52,
2025-07-11,Meals,Office Depot,2136.3,
2025-12-24,Meals,AWS,99.14,Paid
2025-01-11,Software,Restaurant Group,653.72,Pending
2025-01-04,Travel,TechTrain Inc,1054.24,
2025-12-18,Software,TechTrain Inc,1923.24,Pending
2025-07-09,Hardware,Office Depot,432.29,Pending
2025-12-13,Meals,Restaurant Group,257.37,
2025-10-21,Travel,Acme Corp,39.09,Pending
2025-08-14,Software,Office Depot,771.88,Pending
2025-07-01,Travel,AWS,1987.35,Reimbursable
2025-07-19,Software,Acme Corp,1271.17,Reimbursable
2025-01-11,Travel,AWS,2250.72,Reimbursable
2025-06-01,Meals,Office Depot,2042.32,
2025-06-07,Meals,Restaurant Group,557.55,Paid
2025-05-04,Supplies,Acme Corp,300.52,Pending
2025-01-17,Hardware,Acme Corp,1145.28,Reimbursable
2025-08-23,Hardware,TechTrain Inc,723.36,Pending
2025-12-11,Meals,Restaurant Group,2369.31,Paid
2025-02-12,Training,AWS,1098.37,Paid
2025-12-03,Meals,Acme Corp,489.67,Paid
2025-07-01,Training,AWS,2442.38,Reimbursable
2025-02-09,Travel,AWS,1945.1,
2025-05-14,Travel,TechTrain Inc,1095.44,Pending
2025-12-26,Hardware,AWS,1156.46,
2025-05-11,Supplies,Acme Corp,484.84,Paid
2025-12-17,Travel,Office Depot,2093.32,
2025-02-20,Supplies,AWS,1780.42,Pending
