Date,Category,Vendor,Amount,Notes
2025-09-11,Training,Office Depot,1576.24,Reimbursable
2025-05-25,Training,AWS,1846.02,Paid
2025-10-19,Software,AWS,1183.39,Paid
2025-07-04,Supplies,Restaurant Group,1631.76,Paid
2025-10-24,Supplies,TechTrain Inc,965.44,
2025-06-17,Training,Acme Corp,2323.99,Paid
2025-05-27,Hardware,AWS,1002.73,
2025-12-18,Training,AWS,1338.81,
2025-11-22,Meals,Office Depot,356.24,Paid
2025-12-23,Travel,TechTrain Inc,1369.7,Pending
2025-07-02,Meals,TechTrain Inc,1434.6,
2025-07-11,Travel,Acme Corp,1230.91,Paid
2025-06-18,Supplies,TechTrain Inc,1410.83,Reimbursable
2025-03-11,Supplies,Office Depot,1242.77,
2025-11-05,Software,TechTrain Inc,290.28,Paid
2025-01-18,Meals,Acme Corp,585.63,Paid
2025-06-17,Software,TechTrain Inc,2269.57,Reimbursable
2025-08-07,Travel,AWS,477.47,
2025-08-09,Hardware,Acme Corp,107.31,
2025-04-22,Software,AWS,2125.76,Reimbursable
2025-05-10,Training,Restaurant Group,484.33,Paid
2025-05-11,Supplies,TechTrain Inc,2489.02,Reimbursable
2025-12-09,Meals,Office Depot,450.19,
2025-05-20,Supplies,Office Depot,1343.45,Pending
2025-03-18,Software,Restaurant Group,1794.11,Reimbursable
2025-09-16,Meals,Office Depot,2260.12,Pending
2025-04-26,Software,Restaurant Group,2334.44,Paid
2025-05-01,Supplies,Office Depot,1806.04,Paid
2025-12-05,Training,AWS,80.93,Reimbursable
2025-09-22,Hardware,AWS,2409.44,Paid
2025-02-09,Meals,Office Depot,769.29,Reimbursable
2025-11-12,Meals,Restaurant Group,1586.63,Reimbursable
2025-12-18,Supplies,Office Depot,2256.29,Reimbursable
2025-04-12,Hardware,TechTrain Inc,329.81,Reimbursable
2025-02-11,Travel,TechTrain Inc,936.58,Paid
2025-04-28,Software,Restaurant Group,838.68,Pending
2025-10-11,Hardware,Office Depot,2361.09,Paid
2025-03-08,Training,Office Depot,436.88,Reimbursable
2025-08-10,Travel,TechTrain Inc,1572.7,Paid
2025-02-08,Hardware,Office Depot,1824.72,
2025-05-25,Training,TechTrain Inc,940.31,Reimbursable
2025-12-26,Supplies,AWS,1963.85,Paid
2025-12-23,Software,AWS,979.8,Pending
2025-02-22,Supplies,Office Depot,1839.1,
2025-11-08,Meals,Acme Corp,2319.52,Reimbursable
2025-12-01,Supplies,Office Depot,1185.47,Pending
2025-02-10,Meals,AWS,1991.62,
2025-10-14,Supplies,Office Depot,2027.45,Pending
2025-08-20,Travel,AWS,954.92,Pending
2025-07-04,Software,AWS,2312.09,Paid
2025-04-25,Hardware,TechTrain Inc,2451.09,
2025-08-03,Travel,TechTrain Inc,1179.37,Reimbursable
2025-02-23,Hardware,AWS,713.01,Reimbursable
2025-10-22,Software,AWS,639.62,
2025-01-05,Software,Office Depot,207.1,Pending
2025-09-10,Travel,TechTrain Inc,1819.63,Pending
2025-06-22,Travel,Office Depot,935.49,Pending
2025-04-08,Supplies,AWS,424.32,Reimbursable
2025-03-14,Meals,TechTrain Inc,804.71,Paid
2025-01-15,Meals,TechTrain Inc,1873.06,
2025-07-18,Software,Restaurant Group,100.39,Pending
2025-04-01,Meals,Restaurant Group,505.25,Reimbursable
2025-01-03,Training,TechTrain Inc,166.38,Pending
2025-12-19,Meals,Office Depot,296.99,Paid
2025-07-18,Hardware,Office Depot,2453.39,Pending
2025-01-14,Training,Acme Corp,1275.92,Reimbursable
2025-06-04,Training,Restaurant Group,312.01,
2025-04-05,Meals,AWS,558.48,Paid
2025-06-12,Meals,TechTrain Inc,472.56,Pending
