Date,Category,Vendor,Amount,Notes
2025-03-26,Travel,AWS,1640.63,Reimbursable
2025-01-24,Hardware,TechTrain Inc,1623.63,Reimbursable
2025-12-17,Training,AWS,1977.08,Paid
2025-01-06,Meals,TechTrain Inc,920.86,Paid
2025-01-26,Travel,TechTrain Inc,673.69,Pending
2025-12-02,Travel,TechTrain Inc,498.42,
2025-10-01,Meals,Restaurant Group,2045.24,Pending
2025-12-14,Training,TechTrain Inc,1592.95,Pending
2025-06-13,Training,Acme Corp,2052.19,Reimbursable
2025-10-08,Meals,Restaurant Group,1050.75,Pending
2025-09-24,Training,Office Depot,582.23,Pending
2025-04-15,Supplies,TechTrain Inc,118.54,Pending
2025-07-24,Training,Restaurant Group,1539.76,Reimbursable
2025-06-03,Training,Acme Corp,70.0,Reimbursable
2025-10-01,Meals,AWS,982.72,Paid
2025-12-27,Software,TechTrain Inc,1743.77,Pending
2025-01-28,Supplies,Acme Corp,2271.45,
2025-09-23,Software,TechTrain Inc,860.88,
2025-12-21,Training,TechTrain Inc,2024.64,Reimbursable
2025-08-25,Software,TechTrain Inc,286.59,
2025-07-21,Meals,Acme Corp,228.55,Pending
2025-02-02,Software,TechTrain Inc,1784.66,Paid
2025-12-27,Supplies,TechTrain Inc,1670.74,Paid
2025-10-17,Meals,Restaurant Group,171.15,Pending
2025-03-13,Training,AWS,1933.48,Paid
2025-06-28,Software,Acme Corp,2432.46,Reimbursable
2025-01-06,Software,TechTrain Inc,265.35,
2025-05-16,Software,AWS,2122.36,Reimbursable
2025-08-05,Software,Acme Corp,621.9,Paid
2025-01-22,Travel,Office Depot,1104.39,Pending
2025-09-05,Training,Restaurant Group,1943.23,Paid
2025-01-27,Hardware,Restaurant Group,2008.76,Pending
2025-06-04,Hardware,Office Depot,363.67,Reimbursable
2025-12-04,Meals,TechTrain Inc,892.31,Reimbursable
2025-12-23,Hardware,TechTrain Inc,350.85,Paid
2025-08-12,Software,Acme Corp,1733.54,Reimbursable
2025-04-25,Training,Acme Corp,2316.93,Pending
2025-11-24,Travel,AWS,1035.13,Pending
2025-11-16,Meals,TechTrain Inc,1731.64,
2025-05-22,Supplies,AWS,31.38,
2025-02-17,Travel,TechTrain Inc,1354.21,
2025-03-02,Software,Office Depot,1716.48,Reimbursable
2025-03-23,Supplies,Acme Corp,1779.17,Pending
2025-03-18,Meals,Acme Corp,2395.65,Paid
2025-07-23,Software,Office Depot,2032.35,Paid
2025-02-13,Training,Office Depot,715.2,
2025-03-11,Training,Office Depot,117.73,
2025-01-19,Meals,Office Depot,288.78,
2025-07-16,Supplies,TechTrain Inc,2191.65,Pending
2025-04-25,Travel,Office Depot,58.62,Reimbursable
2025-03-04,Training,Restaurant Group,1460.01,
2025-11-09,Meals,Restaurant Group,1500.25,Pending
2025-05-05,Software,Office Depot,1506.57,Reimbursable
2025-08-06,Training,Acme Corp,945.68,
2025-08-15,Hardware,Office Depot,1830.2,
2025-06-20,Training,Restaurant Group,1765.1,Reimbursable
2025-02-25,Meals,Restaurant Group,464.34,Pending
2025-02-18,Hardware,Acme Corp,2465.73,
2025-05-25,Supplies,Acme Corp,1882.92,Reimbursable
2025-01-15,Meals,Office Depot,518.63,Reimbursable
2025-12-28,Hardware,Acme Corp,88.62,Pending
2025-08-08,Hardware,Restaurant Group,474.6,
2025-06-22,Training,TechTrain Inc,77.28,Paid
2025-06-17,Meals,AWS,797.56,
2025-03-19,Supplies,Office Depot,17.88,Pending
2025-04-11,Hardware,AWS,1137.56,
2025-10-03,Training,AWS,2047.13,Paid
2025-08-18,Travel,Acme Corp,1071.59,Paid
2025-12-10,Training,AWS,575.63,Paid
2025-09-23,Training,Restaurant Group,612.21,Reimbursable
2025-01-06,Software,AWS,1558.95,Reimbursable
2025-01-17,Meals,Office Depot,563.62,Paid
2025-09-07,Software,TechTrain Inc,1236.06,Paid
2025-03-15,Travel,Acme Corp,325.47,Pending
2025-09-06,Supplies,Office Depot,1275.84,Reimbursable
2025-02-01,Training,Acme Corp,1815.11,
2025-01-06,Travel,AWS,1023.77,Paid
2025-12-25,Meals,Restaurant Group,857.96,Reimbursable
2025-10-24,Supplies,Office Depot,2310.18,Paid
2025-01-11,Training,AWS,1979.58,Reimbursable
2025-12-27,Hardware,Acme Corp,2404.8,Paid
2025-02-27,Hardware,Restaurant Group,1991.6,
2025-09-01,Meals,Office Depot,700.18,
2025-06-17,Meals,Acme Corp,1165.43,
2025-08-26,Software,Acme Corp,1883.18,Reimbursable
2025-11-13,Training,Office Depot,312.79,Reimbursable
2025-08-18,Supplies,Acme Corp,245.1,Reimbursable
2025-11-05,Hardware,Office Depot,2464.28,Paid
2025-02-20,Meals,AWS,2360.79,Paid
2025-09-24,Training,Acme Corp,1531.46,
2025-07-24,Hardware,TechTrain Inc,627.63,Reimbursable
