Date,Category,Vendor,Amount,Notes
2025-01-09,Meals,TechTrain Inc,1385.24,Pending
2025-02-03,Supplies,AWS,529.86,Pending
2025-02-06,Supplies,TechTrain Inc,2280.75,
2025-04-02,Supplies,Restaurant Group,987.16,
2025-11-05,Training,Acme Corp,203.63,Reimbursable
2025-07-24,Travel,Restaurant Group,1145.47,
2025-01-28,Meals,Office Depot,875.04,
2025-11-06,Supplies,Office Depot,1987.86,Pending
2025-05-02,Supplies,AWS,2290.57,Reimbursable
2025-06-12,Hardware,AWS,1431.64,
2025-07-19,Travel,AWS,2304.62,Paid
2025-07-11,Travel,TechTrain Inc,879.88,Paid
2025-02-24,Travel,Acme Corp,1313.98,
2025-08-12,Training,Acme Corp,691.3,Reimbursable
2025-09-14,Meals,TechTrain Inc,1101.77,Reimbursable
2025-10-20,Software,Acme Corp,2331.1,
2025-03-05,Supplies,TechTrain Inc,2082.93,
2025-12-03,Software,TechTrain Inc,1890.54,Reimbursable
2025-08-02,Supplies,Office Depot,1657.48,Paid
2025-02-10,Supplies,Acme Corp,2019.7,Reimbursable
2025-04-27,Supplies,AWS,1435.72,Reimbursable
2025-02-22,Travel,TechTrain Inc,2016.44,Paid
2025-08-17,Meals,TechTrain Inc,198.49,Paid
2025-03-04,Training,Restaurant Group,94.15,Reimbursable
2025-06-15,Software,Office Depot,668.75,Paid
2025-02-15,Software,TechTrain Inc,960.81,Pending
2025-12-12,Travel,AWS,2169.74,Pending
2025-02-11,Hardware,Acme Corp,1692.58,Reimbursable
2025-11-17,Meals,Acme Corp,2404.54,
2025-09-26,Software,TechTrain Inc,1127.42,Reimbursable
2025-06-12,Training,Restaurant Group,148.49,Pending
2025-08-28,Software,Acme Corp,522.59,Paid
2025-06-19,Meals,Acme Corp,762.77,Reimbursable
2025-01-11,Hardware,Office Depot,2304.33,Paid
2025-03-03,Supplies,Restaurant Group,2158.14,
2025-05-25,Software,TechTrain Inc,454.43,Reimbursable
2025-12-23,Travel,Restaurant Group,1644.56,
2025-05-15,Training,AWS,1353.81,Reimbursable
2025-11-16,Training,Office Depot,2488.95,Reimbursable
2025-08-08,Hardware,AWS,920.69,
2025-01-22,Training,Acme Corp,259.9,Reimbursable
2025-12-06,Software,TechTrain Inc,847.47,Reimbursable
2025-07-03,Travel,TechTrain Inc,519.42,Pending
2025-12-28,Software,Acme Corp,216.41,Reimbursable
2025-03-17,Hardware,TechTrain Inc,550.77,Reimbursable
2025-10-02,Hardware,Acme Corp,2229.17,Pending
2025-04-06,Supplies,TechTrain Inc,1653.89,
2025-11-08,Training,Restaurant Group,120.39,Paid
2025-09-24,Supplies,AWS,2207.67,Pending
2025-12-05,Supplies,Office Depot,902.24,
2025-05-08,Software,TechTrain Inc,59.3,Pending
2025-02-25,Travel,TechTrain Inc,1588.2,Paid
2025-08-11,Supplies,TechTrain Inc,1482.98,Pending
2025-02-04,Training,Office Depot,1330.99,
2025-04-20,Travel,Restaurant Group,2382.7,Reimbursable
2025-04-15,Travel,TechTrain Inc,2335.68,Reimbursable
2025-01-12,Meals,Restaurant Group,231.66,Pending
2025-10-08,Software,TechTrain Inc,286.42,Pending
2025-07-10,Training,Office Depot,785.74,Reimbursable
2025-08-08,Software,Acme Corp,892.08,Pending
2025-07-28,Supplies,TechTrain Inc,1772.62,Paid
2025-08-26,Travel,Restaurant Group,1427.11,Pending
2025-02-25,Training,Office Depot,2482.62,
2025-11-23,Meals,Restaurant Group,1986.52,
2025-07-17,Hardware,TechTrain Inc,293.69,
2025-04-12,Meals,Restaurant Group,389.74,Reimbursable
2025-12-27,Training,Acme Corp,1501.65,Pending
2025-04-23,Meals,Acme Corp,2258.02,
2025-02-15,Software,Restaurant Group,1277.65,Paid
2025-02-09,Software,Restaurant Group,162.21,Reimbursable
2025-10-06,Training,Office Depot,1344.92,
2025-08-07,Meals,Acme Corp,2428.8,
2025-10-14,Hardware,AWS,1850.47,Paid
2025-03-28,Travel,AWS,327.65,
2025-02-12,Hardware,Restaurant Group,909.2,Reimbursable
2025-12-10,Training,Office Depot,1724.41,Paid
2025-06-15,Hardware,Acme Corp,1757.89,Paid
2025-11-09,Travel,Restaurant Group,420.55,Reimbursable
2025-10-26,Training,TechTrain Inc,1994.36,Pending
2025-11-20,Travel,Acme Corp,2238.51,Reimbursable
2025-10-24,Software,Restaurant Group,1674.35,Pending
2025-02-13,Travel,AWS,1459.81,Pending
2025-12-09,Software,Restaurant Group,2439.02,Reimbursable
2025-06-23,Supplies,TechTrain Inc,2404.65,
2025-12-09,Software,TechTrain Inc,1612.08,Paid
2025-06-10,Meals,Office Depot,629.32,Pending
2025-04-04,Travel,TechTrain Inc,1425.75,Paid
2025-08-19,Meals,Office Depot,1456.02,
2025-07-12,Software,Restaurant Group,1359.23,
2025-01-10,Supplies,AWS,734.53,
2025-04-17,Hardware,Office Depot,1594.98,Pending
2025-04-25,Training,Acme Corp,1267.87,
2025-10-18,Meals,TechTrain Inc,859.34,Paid
2025-08-22,Hardware,AWS,688.2,Pending
2025-04-01,Training,TechTrain Inc,568.43,Pending
2025-01-18,Meals,AWS,2052.29,
2025-12-23,Supplies,Restaurant Group,723.29,Pending
2025-11-09,Supplies,AWS,1466.04,Paid
2025-06-18,Supplies,Restaurant Group,395.87,
2025-01-17,Training,Restaurant Group,583.39,
2025-03-15,Supplies,TechTrain Inc,1940.66,
2025-03-20,Travel,TechTrain Inc,211.09,
2025-03-16,Meals,Restaurant Group,878.98,Reimbursable
2025-08-14,Software,AWS,2430.66,Reimbursable
2025-02-26,Supplies,Office Depot,1683.09,Paid
2025-10-13,Supplies,Office Depot,1504.15,
2025-10-05,Travel,AWS,228.13,Reimbursable
2025-07-20,Supplies,AWS,2349.77,Reimbursable
2025-11-01,Supplies,TechTrain Inc,2348.2,Paid
2025-10-01,Hardware,Restaurant Group,1955.95,
2025-08-24,Training,Acme Corp,640.7,Pending
2025-05-21,Travel,AWS,1478.92,Pending
2025-01-13,Meals,Acme Corp,1258.1,Paid
2025-10-12,Travel,Office Depot,322.95,Pending
2025-07-05,Meals,Office Depot,1885.01,Pending
2025-03-14,Meals,TechTrain Inc,647.26,
2025-07-18,Software,Acme Corp,1248.11,Reimbursable
2025-07-12,Supplies,Restaurant Group,748.19,Reimbursable
2025-02-01,Software,Acme Corp,2118.41,Pending
2025-05-13,Training,AWS,1976.59,Paid
2025-02-15,Travel,Office Depot,725.63,
2025-10-27,Meals,Office Depot,2457.72,Pending
2025-02-16,Software,Office Depot,1086.37,Reimbursable
2025-08-15,Supplies,Office Depot,1581.22,Pending
2025-07-16,Training,Acme Corp,1505.51,Paid
2025-06-28,Training,Office Depot,103.81,Reimbursable
2025-12-01,Training,Office Depot,605.9,Reimbursable
2025-01-03,Meals,Office Depot,1571.4,Pending
2025-11-05,Travel,Acme Corp,622.78,Paid
2025-12-20,Software,Acme Corp,2476.09,Paid
2025-06-04,Training,Restaurant Group,80.45,Pending
2025-08-01,Training,Restaurant Group,1933.14,Paid
2025-02-16,Training,AWS,1258.31,Reimbursable
2025-09-04,Training,Office Depot,1169.73,Pending
2025-10-22,Training,Restaurant Group,1797.32,Pending
2025-04-15,Supplies,AWS,291.25,Reimbursable
2025-07-11,Meals,Office Depot,201.1,Paid
2025-11-26,Hardware,AWS,244.88,
2025-06-01,Hardware,Restaurant Group,2408.04,Pending
2025-04-26,Training,AWS,837.39,Reimbursable
2025-03-19,Supplies,AWS,723.85,Reimbursable
2025-07-10,Training,TechTrain Inc,793.79,Pending
2025-06-27,Training,Restaurant Group,2096.08,Reimbursable
2025-08-28,Training,AWS,1552.33,Reimbursable
2025-11-09,Meals,Restaurant Group,1639.96,Paid
2025-05-15,Meals,Acme Corp,1825.8,Pending
2025-07-19,Meals,Office Depot,806.05,
2025-05-02,Meals,Office Depot,2065.31,Paid
2025-05-05,Training,Restaurant Group,980.77,Pending
2025-02-21,Hardware,Office Depot,2344.84,Pending
2025-06-22,Travel,Office Depot,1821.76,
2025-02-09,Travel,AWS,2321.19,Paid
2025-07-18,Software,TechTrain Inc,1461.19,Paid
2025-11-10,Training,Restaurant Group,1261.17,Reimbursable
2025-09-14,Supplies,AWS,32.96,Pending
2025-10-07,Software,Office Depot,156.52,Reimbursable
2025-03-03,Software,Acme Corp,1612.27,
2025-10-18,Software,TechTrain Inc,1066.4,
2025-10-24,Travel,Acme Corp,1084.66,
2025-03-26,Supplies,AWS,521.75,Reimbursable
2025-11-20,Hardware,Acme Corp,2343.55,
2025-10-05,Software,AWS,2226.85,Paid
2025-03-27,Software,AWS,462.39,Paid
2025-12-06,Supplies,Office Depot,70.99,
2025-12-05,Travel,Restaurant Group,436.43,Reimbursable
2025-12-06,Hardware,Restaurant Group,1920.6,Reimbursable
2025-05-09,Supplies,TechTrain Inc,595.05,Reimbursable
2025-01-12,Hardware,TechTrain Inc,2466.61,Paid
2025-08-28,Supplies,Acme Corp,726.24,Reimbursable
2025-11-13,Hardware,AWS,1712.53,Paid
2025-10-03,Software,Office Depot,69.83,
2025-09-28,Supplies,TechTrain Inc,437.95,Paid
2025-02-06,Travel,Acme Corp,1569.64,
2025-09-28,Supplies,AWS,1546.91,Reimbursable
2025-10-20,Meals,AWS,1777.09,Paid
2025-05-08,Software,Office Depot,1664.89,Paid
2025-12-17,Training,Restaurant Group,244.51,Paid
2025-11-12,Hardware,TechTrain Inc,354.27,
2025-09-01,Meals,Office Depot,2405.41,
