Date,Category,Vendor,Amount,Notes
2025-01-08,Hardware,AWS,1205.48,Reimbursable
2025-09-14,Supplies,Office Depot,1310.42,
2025-10-15,Training,AWS,263.33,
2025-10-25,Supplies,Restaurant Group,19.28,Pending
2025-09-24,Meals,TechTrain Inc,2268.67,Pending
2025-12-28,Supplies,AWS,2235.95,Pending
2025-06-10,Meals,AWS,866.46,
2025-10-11,Supplies,Acme Corp,676.5,
2025-11-17,Hardware,AWS,1901.16,
2025-03-24,Hardware,AWS,1826.56,Pending
2025-04-24,Software,Acme Corp,252.84,
2025-11-11,Meals,TechTrain Inc,1721.97,Reimbursable
2025-02-04,Training,AWS,124.64,
2025-05-03,Training,Office Depot,225.76,Paid
2025-10-03,Travel,Acme Corp,631.14,Reimbursable
2025-05-11,Training,Acme Corp,788.38,Paid
2025-12-10,Software,AWS,750.54,Paid
2025-05-03,Training,Office Depot,1895.5,
2025-04-12,Training,TechTrain Inc,2250.95,Reimbursable
2025-12-26,Software,Office Depot,2302.58,
2025-11-28,Travel,Office Depot,118.8,Paid
2025-04-26,Meals,Office Depot,666.75,Pending
2025-10-15,Hardware,AWS,165.88,Paid
2025-10-18,Supplies,Restaurant Group,1949.17,Paid
2025-04-14,Meals,Acme Corp,2453.1,
2025-09-28,Hardware,AWS,1505.04,Reimbursable
2025-12-16,Software,AWS,554.13,
2025-11-06,Travel,Restaurant Group,435.52,Paid
2025-07-20,Supplies,Acme Corp,111.74,Pending
2025-10-20,Meals,TechTrain Inc,408.52,
2025-08-26,Meals,TechTrain Inc,1270.76,Paid
2025-04-12,Training,TechTrain Inc,645.66,Reimbursable
2025-04-08,Meals,AWS,697.25,
2025-02-09,Software,Office Depot,237.34,Paid
2025-12-11,Training,Office Depot,1649.2,Reimbursable
2025-04-16,Meals,TechTrain Inc,2180.94,
2025-01-24,Hardware,Office Depot,971.75,Pending
2025-09-01,Training,AWS,2326.49,
2025-09-13,Supplies,AWS,487.5,Reimbursable
2025-03-27,Travel,Restaurant Group,2208.8,Pending
2025-11-11,Supplies,TechTrain Inc,2374.14,Paid
2025-09-13,Software,TechTrain Inc,1714.01,Pending
2025-09-10,Meals,Acme Corp,645.52,Paid
2025-12-28,Software,TechTrain Inc,2297.15,Pending
2025-10-23,Travel,Restaurant Group,2291.44,Paid
2025-07-17,Supplies,TechTrain Inc,529.09,
