Date,Category,Vendor,Amount,Notes
2025-08-14,Meals,AWS,2466.55,Paid
2025-03-19,Software,Restaurant Group,1253.46,
2025-05-24,Software,Acme Corp,1953.47,Reimbursable
2025-06-17,Hardware,Acme Corp,393.67,Pending
2025-05-13,Meals,Office Depot,706.27,Reimbursable
2025-12-21,Meals,Office Depot,2252.37,Paid
2025-03-16,Hardware,AWS,1239.72,Reimbursable
2025-04-06,Hardware,AWS,1015.58,Pending
2025-06-03,Training,TechTrain Inc,2335.48,Paid
2025-08-16,Supplies,AWS,1087.8,Reimbursable
2025-11-04,Software,AWS,1905.5,Paid
2025-12-18,Training,Office Depot,667.08,
2025-07-28,Meals,Restaurant Group,1337.2,Pending
2025-08-28,Meals,Restaurant Group,1199.34,Reimbursable
2025-06-14,Hardware,Restaurant Group,1193.33,Pending
2025-10-12,Travel,TechTrain Inc,1923.19,
2025-02-21,Software,Acme Corp,432.0,
2025-06-04,Software,Office Depot,206.02,Pending
2025-08-18,Training,TechTrain Inc,678.85,Pending
2025-12-08,Travel,Office Depot,1150.55,Reimbursable
2025-07-24,Supplies,TechTrain Inc,592.54,Reimbursable
2025-02-11,Hardware,Office Depot,1657.06,Reimbursable
2025-03-24,Travel,AWS,1514.94,Pending
2025-02-07,Travel,Restaurant Group,1581.24,Reimbursable
2025-12-11,Software,Acme Corp,2215.7,Reimbursable
2025-10-19,Hardware,Office Depot,648.14,Pending
2025-03-03,Software,Restaurant Group,524.61,Reimbursable
2025-08-19,Training,Office Depot,1024.01,Reimbursable
2025-11-19,Software,Acme Corp,2407.51,Paid
2025-06-11,Meals,Office Depot,1973.35,Reimbursable
2025-06-21,Meals,Restaurant Group,1530.41,Pending
2025-04-10,Hardware,Restaurant Group,1945.72,Reimbursable
2025-11-04,Software,TechTrain Inc,1484.68,
2025-09-03,Software,Restaurant Group,517.89,Reimbursable
2025-05-20,Travel,AWS,1092.95,Reimbursable
2025-02-02,Hardware,AWS,1963.81,Paid
2025-04-20,Travel,TechTrain Inc,213.22,Reimbursable
2025-10-14,Software,Office Depot,239.03,Reimbursable
2025-03-02,Training,Office Depot,673.74,Pending
2025-11-07,Meals,TechTrain Inc,2452.93,Pending
2025-10-17,Training,TechTrain Inc,1442.42,
2025-06-06,Training,Office Depot,1970.93,Reimbursable
2025-12-14,Travel,Office Depot,1251.2,Pending
2025-01-25,Meals,Restaurant Group,789.52,Pending
2025-12-21,Travel,AWS,1016.83,Pending
2025-10-03,Supplies,TechTrain Inc,1654.86,Pending
2025-01-06,Training,Restaurant Group,1333.96,Pending
2025-11-21,Travel,Restaurant Group,1623.7,Paid
2025-01-17,Supplies,Restaurant Group,2304.74,Paid
2025-11-13,Hardware,AWS,1999.67,Paid
