Date,Category,Vendor,Amount,Notes
2025-09-12,Meals,Acme Corp,2069.7,Reimbursable
2025-07-04,Supplies,AWS,61.08,Pending
2025-05-18,Supplies,Office Depot,1263.27,Reimbursable
2025-09-18,Supplies,Restaurant Group,1938.91,Reimbursable
2025-01-21,Travel,Office Depot,2025.49,Pending
2025-05-21,Meals,Acme Corp,1189.48,Pending
2025-11-09,Hardware,TechTrain Inc,2243.65,Reimbursable
2025-08-10,Supplies,Restaurant Group,2095.08,Pending
2025-10-06,Hardware,AWS,1998.15,Paid
2025-04-25,Training,Office Depot,1829.65,Pending
2025-07-28,Meals,TechTrain Inc,2129.52,
2025-07-05,Meals,Restaurant Group,437.13,Pending
2025-07-27,Travel,TechTrain Inc,281.98,Pending
2025-05-08,Meals,TechTrain Inc,1898.29,Pending
2025-12-24,Travel,Office Depot,1739.01,
2025-06-21,Hardware,TechTrain Inc,543.66,
2025-07-19,Meals,Acme Corp,243.03,Reimbursable
2025-08-16,Supplies,Acme Corp,733.74,Reimbursable
2025-08-02,Software,Restaurant Group,1589.48,Reimbursable
2025-12-23,Training,AWS,1822.57,Reimbursable
2025-04-08,Meals,Acme Corp,1686.59,Paid
2025-05-05,Hardware,Restaurant Group,1827.8,Pending
2025-05-22,Software,Acme Corp,1049.72,Paid
2025-02-05,Travel,Restaurant Group,432.93,
2025-08-14,Meals,TechTrain Inc,1103.31,
2025-01-12,Supplies,AWS,1692.28,Pending
2025-12-19,Meals,TechTrain Inc,827.6,Pending
2025-08-18,Training,Acme Corp,1108.08,Reimbursable
2025-05-04,Hardware,Office Depot,1988.96,
2025-04-26,Supplies,Office Depot,294.08,Pending
2025-11-17,Travel,TechTrain Inc,673.31,Paid
2025-01-25,Training,Office Depot,463.58,Paid
2025-05-07,Software,Acme Corp,2007.17,
2025-01-15,Travel,Acme Corp,2110.58,Paid
2025-02-06,Travel,Restaurant Group,297.15,Paid
2025-07-28,Training,Acme Corp,1625.73,
2025-06-17,Travel,Restaurant Group,2180.73,
2025-10-13,Meals,Acme Corp,25.75,Pending
2025-09-09,Training,Acme Corp,983.13,
2025-04-07,Supplies,AWS,1475.25,
2025-02-22,Hardware,TechTrain Inc,1822.05,Pending
2025-04-02,Supplies,AWS,14.59,Pending
2025-07-25,Travel,Restaurant Group,1610.88,Pending
2025-02-02,Meals,AWS,1640.32,Paid
2025-07-06,Software,AWS,867.74,
2025-12-01,Travel,Office Depot,2160.42,Paid
2025-01-12,Supplies,Office Depot,308.84,
2025-05-06,Software,Office Depot,588.67,Pending
2025-12-08,Meals,Restaurant Group,2081.46,
2025-01-28,Supplies,Acme Corp,260.09,
2025-08-21,Training,Restaurant Group,1597.45,Paid
2025-07-25,Training,Restaurant Group,1754.85,
2025-04-12,Travel,Acme Corp,436.58,
2025-01-06,Meals,TechTrain Inc,623.95,Paid
2025-07-03,Training,Office Depot,2211.98,Pending
2025-10-08,Travel,TechTrain Inc,59.48,Reimbursable
2025-12-03,Travel,Office Depot,484.58,Pending
2025-08-27,Software,Acme Corp,2147.35,Paid
2025-02-28,Software,Acme Corp,1216.13,Reimbursable
2025-02-11,Software,AWS,2210.23,Reimbursable
2025-07-23,Supplies,Acme Corp,401.0,Paid
2025-11-20,Training,TechTrain Inc,2273.25,Reimbursable
2025-06-04,Hardware,TechTrain Inc,43.02,Reimbursable
2025-02-25,Software,TechTrain Inc,611.44,
2025-04-15,Hardware,Office Depot,224.7,
2025-07-09,Training,TechTrain Inc,1583.08,Pending
2025-08-08,Travel,Acme Corp,2148.82,Pending
2025-01-24,Software,Acme Corp,102.0,Reimbursable
2025-07-28,Software,Office Depot,486.15,
2025-04-04,Travel,TechTrain Inc,2300.55,Reimbursable
2025-12-03,Training,TechTrain Inc,981.49,Pending
2025-06-18,Supplies,Office Depot,156.03,Pending
2025-04-09,Training,Acme Corp,1744.21,Reimbursable
2025-12-20,Hardware,Acme Corp,1855.71,Paid
2025-10-24,Software,AWS,1846.53,
2025-06-20,Travel,Acme Corp,2456.26,
2025-10-20,Meals,TechTrain Inc,2435.66,Paid
2025-11-09,Hardware,TechTrain Inc,1033.11,
2025-03-13,Meals,Acme Corp,2241.05,Pending
2025-01-15,Supplies,TechTrain Inc,574.92,Pending
2025-10-16,Training,Office Depot,2402.65,Paid
2025-07-21,Hardware,TechTrain Inc,704.43,
2025-03-20,Software,Office Depot,1707.5,Reimbursable
2025-03-07,Training,AWS,642.26,Paid
2025-10-27,Training,AWS,460.61,Paid
2025-07-24,Supplies,AWS,260.46,Paid
2025-10-05,Supplies,Office Depot,1939.35,
2025-04-25,Training,Office Depot,752.32,Reimbursable
2025-05-02,Software,AWS,353.62,Paid
